Series_Title,Gross,Role,Actor
My Left Foot: The Story of Christy Brown,14743391.0,Star4,Kirsten Sheridan
Crimes and Misdemeanors,18254702.0,Star4,Claire Bloom
The Untouchables,76270454.0,Star4,Charles Martin Smith
Hannah and Her Sisters,40084041.0,Star4,Barbara Hershey
Brazil,9929135.0,Star4,Katherine Helmond
This Is Spinal Tap,188751.0,Star4,Kimberly Stringer
A Christmas Story,20605209.0,Star4,Scott Schwartz
The Blues Brothers,57229890.0,Star4,John Candy
Manhattan,45700000.0,Star4,Michael Murphy
All That Jazz,37823676.0,Star4,Leland Palmer
Dawn of the Dead,5100000.0,Star4,Gaylen Ross
All the President's Men,70600000.0,Star4,Martin Balsam
La montaña sagrada,61001.0,Star4,Juan Ferrara
Amarcord,,Star4,Armando Brancia
Le charme discret de la bourgeoisie,198809.0,Star4,Bulle Ogier
"Aguirre, der Zorn Gottes",,Star4,Del Negro
Harold and Maude,,Star4,Cyril Cusack
Patton,61700000.0,Star4,Michael Strong
The Wild Bunch,12064472.0,Star4,Edmond O'Brien
Night of the Living Dead,89029.0,Star4,Marilyn Eastman
The Lion in Winter,22276975.0,Star4,John Castle
In the Heat of the Night,24379978.0,Star4,Lee Grant
Charade,13474588.0,Star4,James Coburn
The Manchurian Candidate,,Star4,Angela Lansbury
Spartacus,30000000.0,Star4,Charles Laughton
L'avventura,,Star4,Dominique Blanchar
Hiroshima mon amour,88300.0,Star4,Pierre Barbaud
The Ten Commandments,93740000.0,Star4,Edward G. Robinson
The Searchers,,Star4,Ward Bond
East of Eden,,Star4,Burl Ives
High Noon,9450000.0,Star4,Lloyd Bridges
Strangers on a Train,7630000.0,Star4,Leo G. Carroll
Harvey,,Star4,Victoria Horne
Miracle on 34th Street,2650000.0,Star4,Gene Lockhart
Notorious,10464000.0,Star4,Louis Calhern
The Big Sleep,6540000.0,Star4,Martha Vickers
The Lost Weekend,9460000.0,Star4,Howard Da Silva
The Philadelphia Story,,Star4,Ruth Hussey
His Girl Friday,296000.0,Star4,Gene Lockhart
The Adventures of Robin Hood,3981000.0,Star4,Basil Rathbone
A Night at the Opera,2537520.0,Star4,Harpo Marx
King Kong,10000000.0,Star4,Bruce Cabot
Freaks,,Star4,Roscoe Ates
Nosferatu,,Star4,Greta Schröder
The Gentlemen,,Star4,Jeremy Strong
Raazi,,Star4,Shishir Sharma
Sound of Metal,,Star4,Lauren Ridloff
Forushande,2402067.0,Star4,Mina Sadati
Dunkirk,188373161.0,Star4,Tom Hardy
Perfetti sconosciuti,,Star4,Edoardo Leo
Hidden Figures,169607287.0,Star4,Kevin Costner
Paddington 2,40442052.0,Star4,Sally Hawkins
Udta Punjab,,Star4,Diljit Dosanjh
Kubo and the Two Strings,48023088.0,Star4,Ralph Fiennes
M.S. Dhoni: The Untold Story,1782795.0,Star4,Disha Patani
Manchester by the Sea,47695120.0,Star4,Lucas Hedges
Under sandet,435266.0,Star4,Mikkel Boe Følsgaard
Rogue One,532177324.0,Star4,Donnie Yen
Captain America: Civil War,408084349.0,Star4,Scarlett Johansson
The Hateful Eight,54117416.0,Star4,Walton Goggins
Little Women,108101214.0,Star4,Eliza Scanlen
Loving Vincent,6735118.0,Star4,Robert Gulaczyk
Pride,,Star4,Paddy Considine
Le passé,1330596.0,Star4,Pauline Burlet
La grande bellezza,2852400.0,Star4,Carlo Buccirosso
The Lunchbox,4231500.0,Star4,Lillete Dubey
Vicky Donor,169209.0,Star4,Dolly Ahluwalia
Big Hero 6,222527828.0,Star4,Jamie Chung
About Time,15322921.0,Star4,Lydia Wilson
English Vinglish,1670773.0,Star4,Priya Anand
Kaze tachinu,5209580.0,Star4,Masahiko Nishimura
Toy Story 4,434038008.0,Star4,Tony Hale
La migliore offerta,85433.0,Star4,Donald Sutherland
Moonrise Kingdom,45512466.0,Star4,Bill Murray
How to Train Your Dragon 2,177002924.0,Star4,Craig Ferguson
The Big Short,70259870.0,Star4,Brad Pitt
Kokuhaku,,Star4,Yukito Nishii
Ang-ma-reul bo-at-da,128392.0,Star4,Ho-jin Chun
The Girl with the Dragon Tattoo,102515793.0,Star4,Stellan Skarsgård
Captain Phillips,107100855.0,Star4,Catherine Keener
Ajeossi,6460.0,Star4,Hee-won Kim
Straight Outta Compton,161197785.0,Star4,Neil Brown Jr.
Madeo,547292.0,Star4,Je-mun Yun
Chugyeokja,,Star4,Yoo-Jeong Kim
The Hobbit: The Desolation of Smaug,258366855.0,Star4,Ken Stott
Das weiße Band - Eine deutsche Kindergeschichte,2222647.0,Star4,Ulrich Tukur
Män som hatar kvinnor,10095170.0,Star4,Lena Endre
The Trial of the Chicago 7,,Star4,Jeremy Strong
Druk,,Star4,Lars Ranthe
The Fighter,93617009.0,Star4,Melissa Leo
Taken,145000989.0,Star4,Leland Orser
The Boy in the Striped Pyjamas,9030581.0,Star4,Zac Mattoon O'Brien
Once,9439923.0,Star4,Gerard Hendrick
The Hobbit: An Unexpected Journey,303003568.0,Star4,Andy Serkis
Auf der anderen Seite,741283.0,Star4,Nursel Köse
Atonement,50927067.0,Star4,Saoirse Ronan
Drive,35061555.0,Star4,Albert Brooks
American Gangster,130164645.0,Star4,Josh Brolin
Avatar,760507625.0,Star4,Michelle Rodriguez
Mr. Nobody,3600.0,Star4,Linh Dan Pham
Apocalypto,50866635.0,Star4,Rudy Youngblood
Little Miss Sunshine,59891098.0,Star4,Greg Kinnear
Hot Fuzz,23637265.0,Star4,Bill Nighy
The Curious Case of Benjamin Button,127509326.0,Star4,Julia Ormond
Veer-Zaara,2921738.0,Star4,Kirron Kher
Adams æbler,1305.0,Star4,Paprika Steen
Pride & Prejudice,38405088.0,Star4,Donald Sutherland
The World's Fastest Indian,5128124.0,Star4,Tessa Mitchell
Tôkyô goddofâzâzu,128985.0,Star4,Aya Okamoto
Serenity,25514517.0,Star4,Alan Tudyk
Walk the Line,119519402.0,Star4,Robert Patrick
Ondskan,15280.0,Star4,Linda Zilliacus
The Notebook,81001787.0,Star4,Ryan Gosling
Diarios de motocicleta,16756372.0,Star4,Mercedes Morán
Lilja 4-ever,181655.0,Star4,Lyubov Agapova
Les triplettes de Belleville,7002255.0,Star4,Monica Viegas
Gongdong gyeongbi guyeok JSA,,Star4,Kim Tae-Woo
The Count of Monte Cristo,54234062.0,Star4,JB Blanc
Waking Life,2892011.0,Star4,Wiley Wiggins
Remember the Titans,115654751.0,Star4,Ryan Hurst
Wo hu cang long,128078872.0,Star4,Chen Chang
Todo sobre mi madre,8264530.0,Star4,Antonia San Juan
Cast Away,233632142.0,Star4,Lari White
The Boondock Saints,25812.0,Star4,David Della Rocco
The Insider,28965197.0,Star4,Diane Venora
October Sky,32481825.0,Star4,Chris Owen
Shrek,267665011.0,Star4,Cameron Diaz
Titanic,659325379.0,Star4,Kathy Bates
Hana-bi,233986.0,Star4,Susumu Terajima
Gattaca,12339633.0,Star4,Gore Vidal
The Game,48323648.0,Star4,James Rebhorn
Breaking the Waves,4040691.0,Star4,Jean-Marc Barr
Ed Wood,5887457.0,Star4,Patricia Arquette
What's Eating Gilbert Grape,9170214.0,Star4,Mary Steenburgen
Tombstone,56505065.0,Star4,Sam Elliott
The Sandlot,32416586.0,Star4,Patrick Renna
The Remains of the Day,22954968.0,Star4,Christopher Reeve
Naked,1769305.0,Star4,Greg Cruttwell
The Fugitive,183875760.0,Star4,Julianne Moore
A Bronx Tale,17266971.0,Star4,Francis Capra
Batman: Mask of the Phantasm,5617391.0,Star4,Eric Radomski
Lat sau san taam,,Star4,Philip Chan
Night on Earth,2015810.0,Star4,Alan Randolph Scott
La double vie de Véronique,1999955.0,Star4,Kalina Jedrusik
Boyz n the Hood,57504069.0,Star4,Lloyd Avery II
Misery,61276872.0,Star4,Frances Sternhagen
Awakenings,52096475.0,Star4,Ruth Nelson
Majo no takkyûbin,,Star4,Kappei Yamaguchi
Glory,26830000.0,Star4,Morgan Freeman
Dip huet seung hung,,Star4,Kong Chu
Back to the Future Part II,118500000.0,Star4,Thomas F. Wilson
Mississippi Burning,34603943.0,Star4,Brad Dourif
Predator,59735548.0,Star4,Elpidia Carrillo
Evil Dead II,5923044.0,Star4,Kassie Wesley DePaiva
Ferris Bueller's Day Off,70136369.0,Star4,Jeffrey Jones
Down by Law,1436000.0,Star4,Nicoletta Braschi
The Goonies,61503218.0,Star4,Corey Feldman
The Color Purple,98467863.0,Star4,Margaret Avery
The Breakfast Club,45875171.0,Star4,Ally Sheedy
The Killing Fields,34700291.0,Star4,Julian Sands
Ghostbusters,238632124.0,Star4,Harold Ramis
The Right Stuff,21500000.0,Star4,Dennis Quaid
The King of Comedy,2500000.0,Star4,Sandra Bernhard
E.T. the Extra-Terrestrial,435110554.0,Star4,Dee Wallace
Kramer vs. Kramer,106260000.0,Star4,Justin Henry
Days of Heaven,,Star4,Linda Manz
The Outlaw Josey Wales,31800000.0,Star4,Bill McKinney
The Man Who Would Be King,,Star4,Saeed Jaffrey
The Conversation,4420000.0,Star4,Frederic Forrest
La planète sauvage,193817.0,Star4,Jean Topart
The Day of the Jackal,16056255.0,Star4,Alan Badel
Badlands,,Star4,Ramon Bieri
Cabaret,42765000.0,Star4,Joel Grey
Willy Wonka & the Chocolate Factory,4000000.0,Star4,Roy Kinnear
Midnight Cowboy,44785053.0,Star4,John McGiver
Wait Until Dark,17550741.0,Star4,Efrem Zimbalist Jr.
Guess Who's Coming to Dinner,56700000.0,Star4,Katharine Houghton
Bonnie and Clyde,,Star4,Gene Hackman
My Fair Lady,72000000.0,Star4,Wilfrid Hyde-White
Mary Poppins,102272727.0,Star4,Glynis Johns
The Longest Day,39100000.0,Star4,Darryl F. Zanuck
Jules et Jim,,Star4,Vanna Urbino
The Innocents,2616000.0,Star4,Michael Redgrave
À bout de souffle,336705.0,Star4,Henri-Jacques Huet
Red River,,Star4,Joanne Dru
Key Largo,,Star4,Lionel Barrymore
To Have and Have Not,,Star4,Dolores Moran
Shadow of a Doubt,,Star4,Henry Travers
Stagecoach,,Star4,John Carradine
The Lady Vanishes,,Star4,May Whitty
Bringing Up Baby,,Star4,Walter Catlett
Bride of Frankenstein,4360000.0,Star4,Valerie Hobson
Duck Soup,,Star4,Zeppo Marx
Scarface: The Shame of the Nation,,Star4,Karen Morley
Frankenstein,,Star4,John Boles
Roma,,Star4,Carlos Peralta
God's Own Country,335609.0,Star4,Ian Hart
Deadpool 2,324591735.0,Star4,Julian Dennison
Wind River,33800859.0,Star4,Teo Briones
Get Out,176040665.0,Star4,Catherine Keener
Mission: Impossible - Fallout,220159104.0,Star4,Simon Pegg
En man som heter Ove,3358518.0,Star4,Ida Engvoll
What We Do in the Shadows,3333000.0,Star4,Cori Gonzalez-Macuer
Omoide no Mânî,765127.0,Star4,Nanako Matsushima
The Theory of Everything,35893537.0,Star4,Sophie Perry
Kingsman: The Secret Service,128261724.0,Star4,Michael Caine
The Fault in Our Stars,124872350.0,Star4,Laura Dern
Me and Earl and the Dying Girl,6743776.0,Star4,Nick Offerman
Birdman or (The Unexpected Virtue of Ignorance),42340598.0,Star4,Andrea Riseborough
La vie d'Adèle,2199675.0,Star4,Aurélien Recoing
Kai po che!,1122527.0,Star4,Amrita Puri
The Broken Circle Breakdown,175058.0,Star4,Geert Van Rampelberg
Captain America: The Winter Soldier,259766572.0,Star4,Scarlett Johansson
Rockstar,985912.0,Star4,Kumud Mishra
Nebraska,17654912.0,Star4,Bob Odenkirk
Wreck-It Ralph,189422889.0,Star4,Sarah Silverman
Le Petit Prince,1339152.0,Star4,Marion Cotillard
Detachment,71177.0,Star4,Lucy Liu
Midnight in Paris,56816662.0,Star4,Kurt Fuller
The Lego Movie,257760692.0,Star4,Elizabeth Banks
Gravity,274092705.0,Star4,Orto Ignatiussen
Star Trek Into Darkness,228778661.0,Star4,Benedict Cumberbatch
Beasts of No Nation,83861.0,Star4,Andrew Adote
The Social Network,96962694.0,Star4,Rooney Mara
X: First Class,146408305.0,Star4,Kevin Bacon
The Hangover,277322503.0,Star4,Ed Helms
Skyfall,304360277.0,Star4,Judi Dench
Silver Linings Playbook,132092958.0,Star4,Jacki Weaver
Argo,136025503.0,Star4,Alan Arkin
(500) Days of Summer,32391374.0,Star4,Chloë Grace Moretz
Harry Potter and the Deathly Hallows: Part 1,295983305.0,Star4,Bill Nighy
Gake no ue no Ponyo,15090400.0,Star4,Tomoko Yamaguchi
Frost/Nixon,18593156.0,Star4,Sam Rockwell
Papurika,881302.0,Star4,Tôru Furuya
Changeling,35739802.0,Star4,Gattlin Griffith
Flipped,1752214.0,Star4,Anthony Edwards
Toki o kakeru shôjo,,Star4,Ayami Kakiuchi
Death Note: Desu nôto,,Star4,Yû Kashii
This Is England,327919.0,Star4,Andrew Shim
Ex Machina,25442958.0,Star4,Sonoya Mizuno
Efter brylluppet,412544.0,Star4,Neeral Mulchandani
The Last King of Scotland,17605861.0,Star4,Kerry Washington
Zodiac,33080084.0,Star4,Anthony Edwards
Lucky Number Slevin,22494487.0,Star4,Lucy Liu
Joyeux Noël,1054361.0,Star4,Natalie Dessay
Control,871577.0,Star4,Alexandra Maria Lara
Tangled,200821936.0,Star4,Donna Murphy
Zwartboek,4398392.0,Star4,Halina Reijn
Brokeback Mountain,83043761.0,Star4,Randy Quaid
3:10 to Yuma,53606916.0,Star4,Logan Lerman
Crash,54580300.0,Star4,Karina Arroyave
Kung fu,17108591.0,Star4,Siu-Lung Leung
The Bourne Supremacy,176241941.0,Star4,Brian Cox
The Machinist,1082715.0,Star4,John Sharian
Ray,75331600.0,Star4,Clifton Powell
Lost in Translation,44585453.0,Star4,Anna Faris
Harry Potter and the Goblet of Fire,290013036.0,Star4,Eric Sykes
Man on Fire,77911774.0,Star4,Radha Mitchell
Coraline,75286229.0,Star4,Jennifer Saunders
The Last Samurai,111110575.0,Star4,William Atherton
The Magdalene Sisters,4890878.0,Star4,Anne-Marie Duff
Good Bye Lenin!,4064200.0,Star4,Florian Lukas
In America,15539266.0,Star4,Sarah Bolger
I Am Sam,40311852.0,Star4,Dianne Wiest
Adaptation.,22245861.0,Star4,Tilda Swinton
Black Hawk Down,108638745.0,Star4,Eric Bana
Road to Perdition,104454762.0,Star4,Liam Aiken
Das Experiment,141072.0,Star4,Wotan Wilke Möhring
Billy Elliot,21995263.0,Star4,Jamie Draven
Hedwig and the Angry Inch,3029081.0,Star4,Theodore Liscinski
Ocean's Eleven,183417150.0,Star4,Matt Damon
Vampire Hunter D: Bloodlust,151086.0,Star4,Wendee Lee
"O Brother, Where Art Thou?",45512588.0,Star4,Tim Blake Nelson
Interstate 60: Episodes of the Road,,Star4,Matthew Edison
"South Park: Bigger, Longer & Uncut",52037603.0,Star4,Isaac Hayes
Office Space,10824921.0,Star4,Ajay Naidu
Happiness,2807390.0,Star4,Dylan Baker
Training Day,76631907.0,Star4,Tom Berenger
Rushmore,17105219.0,Star4,Seymour Cassel
Abre los ojos,368234.0,Star4,Fele Martínez
Being John Malkovich,22858926.0,Star4,John Malkovich
As Good as It Gets,148478011.0,Star4,Cuba Gooding Jr.
The Fifth Element,63540020.0,Star4,Ian Holm
Le dîner de cons,4065116.0,Star4,Daniel Prévost
Donnie Brasco,41909762.0,Star4,Bruno Kirby
Shine,35811509.0,Star4,Sonia Todd
Primal Fear,56116183.0,Star4,John Mahoney
Hamlet,4414535.0,Star4,Kate Winslet
A Little Princess,10019307.0,Star4,Rusty Schwimmer
Do lok tin si,,Star4,Charlie Yeung
Il postino,21848932.0,Star4,Maria Grazia Cucinotta
Clerks,3151130.0,Star4,Lisa Spoonauer
Short Cuts,6110979.0,Star4,Bruce Davison
Philadelphia,77324422.0,Star4,Buzz Kilman
The Muppet Christmas Carol,27281507.0,Star4,Miss Piggy
Malcolm X,48169908.0,Star4,Spike Lee
The Last of the Mohicans,75505856.0,Star4,Eric Schweig
Kurenai no buta,,Star4,Tsunehiko Kamijô
Glengarry Glen Ross,10725228.0,Star4,Alan Arkin
A Few Good Men,141340178.0,Star4,Kevin Bacon
Fried Green Tomatoes,82418501.0,Star4,Mary-Louise Parker
Barton Fink,6153939.0,Star4,Judy Davis
Miller's Crossing,5080409.0,Star4,John Turturro
Who Framed Roger Rabbit,156452370.0,Star4,Charles Fleischer
Spoorloos,,Star4,Gwen Eckhaus
Withnail & I,1544889.0,Star4,Ralph Brown
The Last Emperor,43984230.0,Star4,Ruocheng Ying
Empire of the Sun,22238696.0,Star4,Nigel Havers
Der Name der Rose,7153487.0,Star4,Elya Baskin
Blue Velvet,8551228.0,Star4,Laura Dern
The Purple Rose of Cairo,10631333.0,Star4,Irving Metzman
After Hours,10600000.0,Star4,Tommy Chong
Zelig,11798616.0,Star4,John Buckwalter
The Verdict,54000000.0,Star4,James Mason
Star Trek II: The Wrath of Khan,78912963.0,Star4,James Doohan
First Blood,47212904.0,Star4,Bill McKinney
Ordinary People,54800000.0,Star4,Timothy Hutton
Airplane!,83400000.0,Star4,Julie Hagerty
Rupan sansei: Kariosutoro no shiro,,Star4,Makio Inoue
Halloween,47000000.0,Star4,Nancy Kyes
Le locataire,1924733.0,Star4,Jo Van Fleet
Love and Death,,Star4,Frank Adu
The Taking of Pelham One Two Three,,Star4,Hector Elizondo
Blazing Saddles,119500000.0,Star4,Harvey Korman
Serpico,29800000.0,Star4,Biff McGuire
Enter the Dragon,25000000.0,Star4,Ahna Capri
Deliverance,7056013.0,Star4,Ronny Cox
The French Connection,15630710.0,Star4,Tony Lo Bianco
Dirty Harry,35900000.0,Star4,Reni Santoni
Where Eagles Dare,,Star4,Patrick Wymark
The Odd Couple,44527234.0,Star4,Herb Edelman
The Dirty Dozen,45300000.0,Star4,John Cassavetes
Belle de jour,26331.0,Star4,Geneviève Page
A Man for All Seasons,28350000.0,Star4,Leo McKern
Repulsion,,Star4,Yvonne Furneaux
Zulu,,Star4,James Booth
Goldfinger,51081062.0,Star4,Shirley Eaton
The Birds,11403529.0,Star4,Suzanne Pleshette
Cape Fear,,Star4,Lori Martin
Peeping Tom,83957.0,Star4,Maxine Audley
The Magnificent Seven,4905000.0,Star4,Eli Wallach
Les yeux sans visage,52709.0,Star4,Alexandre Rignault
Invasion of the Body Snatchers,,Star4,King Donovan
Rebel Without a Cause,,Star4,Jim Backus
The Ladykillers,,Star4,Herbert Lom
Sabrina,,Star4,Walter Hampden
The Quiet Man,10550000.0,Star4,Ward Bond
The Day the Earth Stood Still,,Star4,Sam Jaffe
The African Queen,536118.0,Star4,Peter Bull
Gilda,,Star4,Joseph Calleia
Fantasia,76408097.0,Star4,David Hand
The Invisible Man,,Star4,Henry Travers
Dark Waters,,Star4,Bill Pullman
Searching,26020957.0,Star4,Michelle La
Once Upon a Time... in Hollywood,142502728.0,Star4,Emile Hirsch
Nelyubov,566356.0,Star4,Marina Vasileva
The Florida Project,5904366.0,Star4,Christopher Rivera
Just Mercy,,Star4,Charlie Pye Jr.
Gifted,24801212.0,Star4,Octavia Spencer
The Peanut Butter Falcon,13122642.0,Star4,Dakota Johnson
Victoria,,Star4,Burak Yigit
Mustang,845464.0,Star4,Elit Iscan
Guardians of the Galaxy Vol. 2,389813101.0,Star4,Vin Diesel
Baby Driver,107825862.0,Star4,Eiza González
Only the Brave,18340051.0,Star4,Jennifer Connelly
Bridge of Spies,72313754.0,Star4,Amy Ryan
Incredibles 2,608581744.0,Star4,Huck Milner
Moana,248757044.0,Star4,Auli'i Cravalho
Sicario,46889293.0,Star4,Jon Bernthal
Creed,109767581.0,Star4,Phylicia Rashad
Leviafan,1092800.0,Star4,Vladimir Vdovichenkov
Hell or High Water,26862450.0,Star4,Gil Birmingham
Philomena,37707719.0,Star4,Mare Winningham
Dawn of the Planet of the Apes,208545589.0,Star4,Kodi Smit-McPhee
El cuerpo,,Star4,Aura Garrido
Serbuan maut,4105123.0,Star4,Donny Alamsyah
End of Watch,41003371.0,Star4,America Ferrera
Kari-gurashi no Arietti,19202743.0,Star4,Tatsuya Fujiwara
A Star Is Born,215288866.0,Star4,Greg Grunberg
True Grit,171243005.0,Star4,Hailee Steinfeld
Hævnen,1008098.0,Star4,Wil Johnson
Despicable Me,251513985.0,Star4,Russell Brand
50/50,35014192.0,Star4,Bryce Dallas Howard
Kick-Ass,48071303.0,Star4,Garrett M. Brown
Celda 211,,Star4,Manuel Morón
Moneyball,75605492.0,Star4,Philip Seymour Hoffman
La piel que habito,3185812.0,Star4,Marisa Paredes
Zombieland,75590286.0,Star4,Abigail Breslin
Die Welle,,Star4,Jennifer Ulrich
Sherlock Holmes,209028679.0,Star4,Mark Strong
The Blind Side,255959475.0,Star4,Jae Head
The Visitor,9422422.0,Star4,Hiam Abbass
Seven Pounds,69951824.0,Star4,Michael Ealy
Eastern Promises,17114882.0,Star4,Josef Altin
Stardust,38634938.0,Star4,Ian McKellen
The Secret of Kells,686383.0,Star4,Mick Lally
Inside Man,88513495.0,Star4,Christopher Plummer
Gone Baby Gone,20300218.0,Star4,Michelle Monaghan
La Vie En Rose,10301706.0,Star4,Emmanuelle Seigner
Huo Yuan Jia,24633730.0,Star4,Yun Qu
The Illusionist,39868642.0,Star4,Rufus Sewell
Dead Man's Shoes,6013.0,Star4,Stuart Wolfenden
Harry Potter and the Half-Blood Prince,301959197.0,Star4,Michael Gambon
300,210614939.0,Star4,Dominic West
Match Point,23089926.0,Star4,Matthew Goode
Watchmen,107509799.0,Star4,Malin Akerman
Lord of War,24149632.0,Star4,Bridget Moynahan
Saw,56000369.0,Star4,Ken Leung
"Synecdoche, New York",3081925.0,Star4,Catherine Keener
Mysterious Skin,697181.0,Star4,Chase Ellison
Jeux d'enfants,548707.0,Star4,Joséphine Lebas-Joly
Un long dimanche de fiançailles,6167817.0,Star4,Dominique Pinon
The Station Agent,5739376.0,Star4,Paul Benjamin
21 Grams,16290476.0,Star4,Danny Huston
Boksuneun naui geot,45289.0,Star4,Ji-Eun Lim
Finding Neverland,51680613.0,Star4,Radha Mitchell
25th Hour,13060843.0,Star4,Rosario Dawson
The Butterfly Effect,57938693.0,Star4,Melora Walters
28 Days Later...,45064915.0,Star4,Alex Palmer
Batoru rowaiaru,,Star4,Takeshi Kitano
The Royal Tenenbaums,52364010.0,Star4,Ben Stiller
Y tu mamá también,13622333.0,Star4,Ana López Mercado
Harry Potter and the Sorcerer's Stone,317575550.0,Star4,Maggie Smith
The Others,96522687.0,Star4,Alakina Mann
Blow,52990775.0,Star4,Rachel Griffiths
Enemy at the Gates,51401758.0,Star4,Rachel Weisz
Minority Report,132072926.0,Star4,Max von Sydow
The Hurricane,50668906.0,Star4,Liev Schreiber
American Psycho,15070285.0,Star4,Bill Sage
Lola rennt,7267585.0,Star4,Nina Petri
The Thin Red Line,36400491.0,Star4,Kirk Acevedo
Mulan,120620254.0,Star4,BD Wong
Fear and Loathing in Las Vegas,10680275.0,Star4,Michael Lee Gogin
Funny Games,,Star4,Frank Giering
Dark City,14378331.0,Star4,William Hurt
Sleepers,49100000.0,Star4,Jason Patric
Lost Highway,3796699.0,Star4,Louis Eppolito
Sense and Sensibility,43182776.0,Star4,Tom Wilkinson
Die Hard: With a Vengeance,100012499.0,Star4,Graham Greene
Dead Man,1037847.0,Star4,Lance Henriksen
The Bridges of Madison County,71516617.0,Star4,Victor Slezak
Apollo 13,173837933.0,Star4,Gary Sinise
Trois couleurs: Blanc,1464625.0,Star4,Jerzy Stuhr
Falling Down,40903593.0,Star4,Rachel Ticotin
Dazed and Confused,7993039.0,Star4,Rory Cochrane
My Cousin Vinny,52929168.0,Star4,Mitchell Whitfield
Omohide poro poro,453243.0,Star4,Mayumi Izuka
Delicatessen,1794187.0,Star4,Pascal Benezech
Home Alone,285761243.0,Star4,John Heard
The Godfather: Part III,66666062.0,Star4,Talia Shire
When Harry Met Sally...,92823600.0,Star4,Bruno Kirby
The Little Mermaid,111543479.0,Star4,Rene Auberjonois
The Naked Gun: From the Files of Police Squad!,78756177.0,Star4,Ricardo Montalban
"Planes, Trains & Automobiles",49530280.0,Star4,Michael McKean
Lethal Weapon,65207127.0,Star4,Mitchell Ryan
Blood Simple,2150000.0,Star4,Dan Hedaya
On Golden Pond,119285432.0,Star4,Doug McKeon
Mad Max 2,12465371.0,Star4,Max Phipps
The Warriors,22490039.0,Star4,Brian Tyler
The Muppet Movie,76657000.0,Star4,Richard Hunt
Escape from Alcatraz,43000000.0,Star4,Jack Thibeau
Watership Down,,Star4,Ralph Richardson
Midnight Express,35000000.0,Star4,Paolo Bonacelli
Close Encounters. . . ,132088635.0,Star4,Melinda Dillon
The Long Goodbye,959000.0,Star4,Mark Rydell
Giù la testa,696690.0,Star4,Maria Monti
Kelly's Heroes,1378435.0,Star4,Carroll O'Connor
